course_name,url,Duration,rating
Créer une présentation d’entreprise sur Microsoft Powerpoint,https://www.coursera.org/projects/creer-presentation-entreprise-microsoft-powerpoint,,No rating
Créer une présentation d’entreprise avec Piktochart,https://www.coursera.org/projects/creer-presentation-entreprise-avec-piktochart,,No rating
Créer une présentation professionnelle avec Prezi,https://www.coursera.org/projects/creer-presentation-professionnelle-avec-prezi,,No rating
Créer une publicité Facebook à partir de votre page,https://www.coursera.org/projects/creer-une-publicite-facebook-a-partir-de-votre-page,,No rating
Créer une présentation éducative avec Microsoft Powerpoint,https://www.coursera.org/projects/creer-presentation-educative-microsoft-powerpoint,,No rating
Créez des infographies avec Piktochart,https://www.coursera.org/projects/creez-infographies-avec-piktochart,,No rating
Créez une publicité ciblée avec facebook audience insights,https://www.coursera.org/projects/creez-une-publicite-ciblee-avec-facebook-audience-insights,,No rating
Créez du contenu de sensibilisation sur Facebook avec Canva,https://www.coursera.org/projects/creez-contenu-sensibilisation-facebook-canva,,No rating
Curso Completo de Deep Learning,https://www.coursera.org/projects/curso-completo-deep-learning,,No rating
Custom Reports in Google Analytics,https://www.coursera.org/projects/custom-reports-in-google-analytics,,4.5
Cypress end to end testing and intercepting network call,https://www.coursera.org/projects/cypress-end-to-end-testing-and-intercepting-network-call,,No rating
Cypress UI automation testing for absolute beginners,https://www.coursera.org/projects/cypress-ui-automation-testing-for-absolute-beginners,,4.5
Cómo Configurar una Campaña en Facebook Ads ,https://www.coursera.org/projects/como-crear-una-campana-de-facebook-ads,,No rating
Cómo Guardar Diseños de Canva en Mailchimp,https://www.coursera.org/projects/como-guardar-diseos-canva-mailchimp,,No rating
Cómo Usar Canva para Crear Diseños de Redes Sociales,https://www.coursera.org/projects/como-usar-canva-para-crear-diseos-de-redes-sociales,,No rating
Cómo crear gráficos para tus redes sociales en Canva,https://www.coursera.org/projects/como-crear-graficos-para-tus-redes-sociales-en-canva,,No rating
Cómo crear historias para Instagram y Facebook usando Canva,https://www.coursera.org/projects/como-crear-historias-para-instagram-y-facebook-usando-canva,,4.5
Cómo crear medios imprimibles en Canva,https://www.coursera.org/projects/como-crear-medios-imprimibles-en-canva,,No rating
Cómo encontrar intereses de la audiencia con Meta Business,https://www.coursera.org/projects/encontrar-intereses-de-la-audiencia-con-meta-business,,No rating
Cómo empezar con Facebook Commerce Manager,https://www.coursera.org/projects/facebook-commerce,,No rating
Cómo escribir resumen creativo para proyectos en Mailchimp,https://www.coursera.org/projects/resumen-creativo-proyectos-mailchimp,,No rating
Cómo hacer publicidad en instagram,https://www.coursera.org/projects/como-hacer-publicidad-en-instagram,,4.2
Cómo importar datos y crear visualizaciones en Python,https://www.coursera.org/projects/como-importar-datos-y-crear-visualizaciones-en-python,,No rating
Cómo usar Canva para maestros,https://www.coursera.org/projects/como-usar-canva-para-maestros,,No rating
"Cómo usar funciones, métodos y bucles en Python desde cero",https://www.coursera.org/projects/como-usar-funciones-mtodos-y-bucles-en-python-desde-cero,,No rating
Cómo usar las funciones escondidas de Canva,https://www.coursera.org/projects/como-usar-funciones-escondidas-canva,,No rating
Cómo vincular cuentas de anuncios de Meta Business,https://www.coursera.org/projects/como-vincular-cuentas-de-anuncios-de-meta-business,,No rating
Dashboards in Qlik Sense: Decision-Support Dashboards,https://www.coursera.org/projects/qlik-sense-decision-support-dashboards,,No rating
Dashboard Development with Shiny: GenAI for Retail Analysis,https://www.coursera.org/projects/dashboard-development-with-shiny-genai-for-retail-analysis,,No rating
Data Analysis Using Pyspark,https://www.coursera.org/projects/data-analysis-using-pyspark,,4.5
Data Cleaning in Snowflake: Techniques to Clean Messy Data,https://www.coursera.org/projects/data-cleaning-in-snowflake-techniques-to-clean-messy-data,,No rating
Data Studio: Qwik Start,https://www.coursera.org/projects/googlecloud-data-studio-qwik-start-bc935,,3.7
Data and Electronic Health Records,https://www.coursera.org/learn/data-and-electronic-health-records,,No rating
Datastore: Qwik Start,https://www.coursera.org/projects/googlecloud-datastore-qwik-start-mjbwh,,No rating
De-identifying DICOM Data with the Healthcare API,https://www.coursera.org/projects/googlecloud-de-identifying-dicom-data-with-the-healthcare-api-nzy1i,,No rating
Define tu objetivo para tu campaña publicitaria en Facebook,https://www.coursera.org/projects/define-objetivo-campana-publicitaria-facebook,,No rating
Desarrollo del mapa de experiencia del cliente con Miro,https://www.coursera.org/projects/mapa-de-experiencia-del-cliente-con-miro,,No rating
Desarrollo de un wireframe de una página web en Miro,https://www.coursera.org/projects/desarrollo-de-un-wireframe-en-miro,,No rating
Desarrollo web en Javascript: Construye tu primer sitio web,https://www.coursera.org/projects/desarrollo-web-en-javascript-construye-tu-primer-sitio-web,,No rating
Design Restaurant Menu Website using HTML and CSS on VScode,https://www.coursera.org/projects/design-restaurant-menu-website-vscode,,No rating
Develop Clustering Models with Azure ML Designer,https://www.coursera.org/projects/develop-clustering-models-microsoft-azure-ml-designer,,No rating
Developing Advanced Programme Delivery Framework in ClickUp,https://www.coursera.org/projects/program-advanced-delivery,,4.6
Developing a Programme Management Blueprint with ClickUp,https://www.coursera.org/projects/program-blueprint,,4.6
Diagramas de afinidad en Miro,https://www.coursera.org/projects/diagramas-de-afinidad-en-miro,,No rating
Digitales Business Marketing mit Easil,https://www.coursera.org/projects/digitales-business-marketing-easil,,No rating
Diseña Productos Digitales con Visme,https://www.coursera.org/projects/disena-productos-digitales-visme,,No rating
Diseña historias para Instagram y Facebook con Easil,https://www.coursera.org/projects/disena-historias-instagram-facebook-easil,,No rating
Diseña historias para Instagram y Facebook con Visme,https://www.coursera.org/projects/disena-historias-instagram-facebook-visme,,No rating
Diseña imprimibles para cursos en línea usando Canva,https://www.coursera.org/projects/disena-imprimibles-cursos-linea-canva,,4.6
Diseña infografías con Prezi,https://www.coursera.org/projects/disena-infografias-con-prezi,,No rating
Diseña stories para Instagram y Facebook con Canva,https://www.coursera.org/projects/disena-stories-instagram-facebook-canva,,No rating
Diseñe su Aula Virtual con Canva,https://www.coursera.org/projects/disene-aula-virtual-canva,,4.7
Distributed Load Testing Using Kubernetes,https://www.coursera.org/projects/googlecloud-distributed-load-testing-using-kubernetes-9vl8y,,No rating
Distributed Image Processing in Cloud Dataproc,https://www.coursera.org/projects/googlecloud-distributed-image-processing-in-cloud-dataproc-fmywi,,No rating
Docker para Principiantes: Despliega Contenedores ,https://www.coursera.org/projects/docker-para-principiantes,,No rating
Démarrer avec Instagram pour les entreprises,https://www.coursera.org/projects/comment-demarrer-avec-instagram-pour-les-entreprises,,No rating
Découvrez les différents types de publicités Facebook et lequel vous convient le mieux,https://www.coursera.org/projects/differents-types-de-publicites-facebook-et-lequel-vous-convient-le-mieux,,No rating
Démarrer avec Facebook Business Manager,https://www.coursera.org/projects/demarrer-facebook-business-manager,,No rating
Développe un site Internet gratuit avec WordPress,https://www.coursera.org/projects/developpe-site-internet-gratuit-wordpress,,4.3
ETL pipelines con Python: recopila datos de Spotify,https://www.coursera.org/projects/etl-pipelines-con-python-recopila-datos-de-spotify,,No rating
Edita y retoca imágenes con Canva,https://www.coursera.org/projects/edita-y-retoca-imgenes-con-canva,,No rating
Einführung in Easil für Soziale Medien,https://www.coursera.org/projects/einfuehrung-easil-soziale-medien,,No rating
Einführung in Facebook Audience Insights,https://www.coursera.org/projects/einfhrung-facebook-audience-insights,,No rating
Einführung in Marketing Design mit Canva,https://www.coursera.org/projects/einfhrung-marketing-design-canva,,No rating
Einführung in Marketing für soziale Medien mit Visme,https://www.coursera.org/projects/einfuhrung-marketing-soziale-medien-visme,,No rating
Empezando con Figma,https://www.coursera.org/projects/empezando-con-figma,,No rating
Encouraging Student Collaboration with Padlet,https://www.coursera.org/projects/student-collboration,,4.8
Encouraging Student Growth with Teach Your Monster to Read,https://www.coursera.org/projects/encouraging-student-growth,,4.8
Encuentre su Nuevo Trabajo con LinkedIn,https://www.coursera.org/projects/encuentre-nuevo-trabajo-linkedin,,4.7
Engage and Assess Students with Quizizz,https://www.coursera.org/projects/engage-assess-students-quizizz,,4.7
Engaging and Assessing  Students with Plickers,https://www.coursera.org/projects/engaging-assessing-students-plickers,,4.7
Enhance Student Learning with Interactive Lessons in Nearpod,https://www.coursera.org/projects/enhance-learning-notepod,,4.8
Enhancing Communication with Remind,https://www.coursera.org/projects/communicating-with-remind,,4.8
Entdecke verschiedene Arten von Facebook Ads,https://www.coursera.org/projects/entdecke-verschiedene-arte-facebook-ads,,No rating
Entiende el usuario típico en Facebook,https://www.coursera.org/projects/entiende-usuario-tipico-facebook,,No rating
"Erhalten Sie mehr Followers auf Twitter, indem Sie Videos-Tweet posten",https://www.coursera.org/projects/erhalten-sie-mehr-followers-auf-twitter-indem-sie-videos-tweet-posten,,No rating
Erste Schritte in Canva,https://www.coursera.org/projects/erste-schritte-canva,,No rating
Erste Schritte in Facebook Ads Manager,https://www.coursera.org/projects/erste-schritte-facebook-ads-manager,,No rating
Erste Schritte in Easil,https://www.coursera.org/projects/erste-schritte-easil,,No rating
Erste Schritte in Instagram for Business,https://www.coursera.org/projects/erste-schritte-instagram-business,,No rating
Erste Schritte in Visme,https://www.coursera.org/projects/erste-schritte-visme,,No rating
Erstelle Grafiken für Facebook in Visme,https://www.coursera.org/projects/erstelle-grafiken-facebook-visme,,No rating
Erstelle Organisationsvorlagen in Trello,https://www.coursera.org/projects/erstelle-organisationsvorlagen-in-trello,,No rating
Erstelle Social Media Anzeigen in Canva,https://www.coursera.org/projects/erstelle-social-media-anzeigen-canva,,No rating
Erstelle Stories für Instagram und Facebook in Easil,https://www.coursera.org/projects/erstelle-stories-instagram-facebook-easil,,No rating
Erstelle Stories für Instagram und Facebook in Visme,https://www.coursera.org/projects/erstelle-stories-instagram-facebook-visme,,No rating
Erstelle digitale Produkte in Visme ,https://www.coursera.org/projects/erstelle-digitale-produkte-visme,,No rating
Erstelle Videos für soziale Medien mit Canva,https://www.coursera.org/projects/erstelle-videos-soziale-medien-canva,,No rating
Erstelle ein digitales Moodboard in Canva,https://www.coursera.org/projects/erstelle-digitales-moodboard-canva,,No rating
Erstelle eine Facebook Gruppe,https://www.coursera.org/projects/erstelle-facebook-gruppen,,No rating
Erstelle eine interaktive Mindmap in Canva,https://www.coursera.org/projects/erstelle-interaktive-mindmap-canva,,No rating
Erstelle einen Instagram Business Account,https://www.coursera.org/projects/erstelle-instagram-business-account,,No rating
Erstelle und verkaufe digitale Arbeitsblätter mit Canva,https://www.coursera.org/projects/erstelle-verkaufe-digitale-arbeitsblatter-canva,,No rating
Erstellen Sie eine Facebook Anzeige von Ihrer Seite,https://www.coursera.org/projects/erstellen-sie-eine-facebook-anzeige-von-ihrer-seite,,No rating
Evaluating Student Understanding with Socrative,https://www.coursera.org/projects/evaluating-with-socrative,,4.8
Examining BigQuery Billing Data in Google Sheets,https://www.coursera.org/projects/googlecloud-examining-bigquery-billing-data-in-google-sheets-hynky,,No rating
Excel for Beginners: Advanced Functions,https://www.coursera.org/projects/excel-for-beginners-advanced-functions,,4.0
Excel for Beginners: Beginner Functions,https://www.coursera.org/projects/excel-for-beginners-beginner-functions,,4.6
Excel for Beginners: Pivot Tables,https://www.coursera.org/projects/excel-for-beginners-pivot-tables,,4.6
Expenses in ProfitBooks,https://www.coursera.org/projects/expenses-in-profitbooks,,No rating
Exploring NCAA Data with BigQuery,https://www.coursera.org/projects/googlecloud-exploring-ncaa-data-with-bigquery-crrvv,,No rating
Facebook Business pour les débutants,https://www.coursera.org/projects/facebook-business-debutants,,No rating
Favoriser les interactions dans les groupes sur Facebook,https://www.coursera.org/projects/favoriser-interactions-groupes-facebook,,No rating
Financial Accounting Explained,https://www.coursera.org/projects/financial-accounting-explained,,4.6
Finde Zielgruppen-Interessen mit Facebook Audience Insights ,https://www.coursera.org/projects/finde-zielgruppen-interessen-facebook-audience-insights,,No rating
Formatieren mit Microsoft Excel,https://www.coursera.org/projects/formatieren-mit-microsoft-excel,,No rating
Fundamentos de TypeScript,https://www.coursera.org/projects/fundamentos-ts,,No rating
GenAI Basics - How LLMs Work,https://www.coursera.org/projects/genai-basics-how-llms-work,,3.8
Gestalte Grafiken für soziale Medien mit Canva,https://www.coursera.org/projects/gestalte-grafiken-soziale-medien-canva,,No rating
Gestalte deinen virtuellen Klassenzimmer mit Canva,https://www.coursera.org/projects/gestalte-virtuelles-klassenzimmer-canva,,No rating
,https://www.coursera.org/learn/computational-fluid-mechanics-airflow-around-a-spoiler-uktyf,,No rating
,https://www.coursera.org/learn/googlecloud-compute-engine-qwik-start-windows-5jkcv,,No rating
Découvrez Zoom et ses fonctionnalités,https://www.coursera.org/projects/decouvrez-zoom-et-ses-fonctionnalites,,No rating
Débuter avec ImageJ,https://www.coursera.org/projects/debuter-imagej,,No rating
Gestión de proyectos e historias de usuario con Jira,https://www.coursera.org/projects/gestion-de-proyectos-e-historias-de-usuario-con-jira,,4.5
Getting Started with Azure DevOps Boards,https://www.coursera.org/projects/getting-started-azure-devops-boards,,4.5
Gmail: Getting Started,https://www.coursera.org/projects/googlecloud-gmail-getting-started-mstes,,No rating
Google Calendar: Getting Started,https://www.coursera.org/projects/googlecloud-google-calendar-getting-started-bqvgb,,4.3
Google Cloud Pub/Sub: Qwik Start - Command Line,https://www.coursera.org/projects/googlecloud-google-cloud-pub-sub-qwik-start-command-line-nnzjc,,No rating
Google Cloud SDK: Qwik Start - Redhat/Centos,https://www.coursera.org/projects/googlecloud-google-cloud-sdk-qwik-start-redhat-centos-u2ycf,,No rating
Google Data Studio - Création de Tableaux de Bords Interactifs,https://www.coursera.org/projects/google-data-studio-rapport,,4.4
Google Drive: Getting Started,https://www.coursera.org/projects/googlecloud-google-drive-getting-started-5bus3,,4.8
Google Meet: Getting Started,https://www.coursera.org/projects/googlecloud-google-meet-getting-started-mnnhr,,No rating
Google Sheets: Getting Started,https://www.coursera.org/projects/googlecloud-google-sheets-getting-started-zjrp9,,No rating
Growing Great Writers with Writable,https://www.coursera.org/projects/writing-with-writable-elementary-teaching,,4.4
Gérer l'inventaire avec des catalogues sur Facebook,https://www.coursera.org/projects/gerer-l-inventaire-avec-des-catalogues-sur-facebook,,No rating
HTML and CSS: Building a Single-Page Website,https://www.coursera.org/projects/html-css-single-page,,4.6
Host a Quiz Review with Blooket,https://www.coursera.org/projects/quiz-blooket,,4.6
How to Create a Lesson Plan in Microsoft Word,https://www.coursera.org/projects/how-to-create-a-lesson-plan-in-microsoft-word,,No rating
How to Innovate with the Strategy Canvas for Competitiveness,https://www.coursera.org/projects/how-to-innovate-with-the-strategy-canvas-for-competitiveness,,4.4
How to Use The IFE-EFE Matrix for Strategic Analysis,https://www.coursera.org/projects/how-to-use-the-ife-efe-matrix-for-strategic-analysis,,No rating
How to Use a Network Policy on Google Kubernetes Engine,https://www.coursera.org/projects/googlecloud-how-to-use-a-network-policy-on-google-kubernetes-engine-wlyfm,,No rating
IAM Custom Roles,https://www.coursera.org/projects/googlecloud-iam-custom-roles-8paq7,,No rating
Implementando modelo Computer Vision en Amazon Sagemaker,https://www.coursera.org/projects/vision-computacional-sagemaker,,No rating
Implementing Parent Feedback with Google Forms,https://www.coursera.org/projects/education-feedback-google-forms,,4.9
Improving Content Mastery with Quizlet,https://www.coursera.org/projects/content-mastery-quizlet,,4.7
Improving Classroom Management with Class Dojo,https://www.coursera.org/projects/improving-classroom-management-classdojo,,4.7
Improving Math Engagement with Prodigy,https://www.coursera.org/projects/teaching-prodigy,,4.7
Income Features in ProfitBooks,https://www.coursera.org/projects/income-features-profitbooks,,4.6
Increase Reading Comprehension with Actively Learn,https://www.coursera.org/projects/actively-learn,,4.5
Ingesting DICOM Data with the Healthcare API,https://www.coursera.org/projects/googlecloud-ingesting-dicom-data-with-the-healthcare-api-hijav,,No rating
Ingesting FHIR Data with the Healthcare API,https://www.coursera.org/projects/googlecloud-ingesting-fhir-data-with-the-healthcare-api-yhvbk,,No rating
Ingesting HL7v2 Data with the Healthcare API,https://www.coursera.org/projects/googlecloud-ingesting-hl7v2-data-with-the-healthcare-api-xdnyz,,No rating
Inspire Student Learning with Showbie,https://www.coursera.org/projects/inspire-student-learning-with-showbie,,No rating
Installation et Configuration Python avec Visual Studio Code,https://www.coursera.org/projects/installation-et-configuration-python-avec-visual-studio-code,,No rating
Instructional Planning with Genially,https://www.coursera.org/projects/instructional-planning-with-genially,,5.0
Integrando DevOps con Azure App Service,https://www.coursera.org/projects/devops-azure-app-service,,No rating
Interactive eLearning and Assessment with Edulastic,https://www.coursera.org/projects/interactive-elearning-assessment-edulastic,,4.7
Intereses del usuario típico en Facebook,https://www.coursera.org/projects/intereses-usuario-tipico-facebook,,No rating
Interessen des durchschnittlichen Facebook Nutzers,https://www.coursera.org/projects/interessen-durchschnittlichen-facebook-nutzers,,No rating
"Interweaving Tables, References, and Links in Excel",https://www.coursera.org/projects/interweaving-tables-references-links-excel,,No rating
Introducción a Azure Data Factory para Big Data,https://www.coursera.org/projects/introduccion-azure-data-factory-big-data,,4.5
Introducción a Git y GitLab,https://www.coursera.org/projects/intro-git-gitlab,,4.2
Introducción a Facebook Ads Manager,https://www.coursera.org/projects/introduccion-facebook-ads-manager,,4.4
Introducción a CRM con HubSpot,https://www.coursera.org/projects/introduccion-crm-con-hubspot,,4.7
Introducción a PicsArt para Redes Sociales ,https://www.coursera.org/projects/introduccion-picsart-redes-sociales,,4.0
Introducción a la terminal de comandos de Linux,https://www.coursera.org/projects/introduccion-a-la-terminal-de-comandos-de-linux,,No rating
Introducción a los Data Lakes con Azure,https://www.coursera.org/projects/data-lakes-azure,,4.5
Introducción al Marketing de Redes Sociales con Visme,https://www.coursera.org/projects/introduccion-marketing-redes-sociales-visme,,No rating
Introducción al diseño de Mercadeo con Canva,https://www.coursera.org/projects/introduccion-diseno-mercadeo-canva,,4.8
Introduction au CRM avec HubSpot,https://www.coursera.org/projects/introduction-crm-hubspot,,No rating
Introduction to Cloud Dataproc: Hadoop and Spark on Google Cloud,https://www.coursera.org/projects/googlecloud-introduction-to-cloud-dataproc-hadoop-and-spark-on-google-clou-j3jfl,,4.0
Introduction to Docker,https://www.coursera.org/projects/googlecloud-introduction-to-docker-2zs0k,,4.3
Introduction to FastAPI framework,https://www.coursera.org/projects/introduction-to-fastapi-framework,,3.1
Introduction to Flask framework,https://www.coursera.org/projects/introduction-to-flask-framework,,No rating
Introduction to Java Programming: Java Fundamental Concepts,https://www.coursera.org/projects/introduction-to-java-programming-java-fundamental-concepts,,4.4
Introduction to Javascript: The Basics,https://www.coursera.org/projects/intro-to-javascript-the-basics,,4.3
Intégrer des applications dans votre Dashboard Hootsuite,https://www.coursera.org/projects/integrer-applications-dashboard-hootsuite,,No rating
Kubernetes Engine: Qwik Start,https://www.coursera.org/projects/googlecloud-kubernetes-engine-qwik-start-6slqv,,4.6
Kreiere animierte Posts für soziale Medien mit Canva,https://www.coursera.org/projects/kreiere-animierte-posts-soziale-medien-canva,,No rating
Lancer une campagne publicitaire sur Pinterest,https://www.coursera.org/projects/lancer-une-campagne-publicitaire-sur-pinterest,,No rating
Language Arts Confidence with Storybird,https://www.coursera.org/projects/language-arts-storybird,,4.7
Learning TensorFlow: the Hello World of Machine Learning,https://www.coursera.org/projects/googlecloud-learning-tensorflow-the-hello-world-of-machine-learning-063j7,,3.8
Les Statistiques d'Audience Facebook,https://www.coursera.org/projects/les-statistiques-d-audience-facebook,,No rating
Lier des comptes Facebook Ads à Facebook Business Manager,https://www.coursera.org/projects/lier-des-comptes-facebook-ads-a-facebook-business-manager,,No rating
Líder: potencia la creatividad en equipos centennials,https://www.coursera.org/learn/lider-potencia-la-creatividad-en-equipos-centennials,,No rating
MailChimp pour les débutants ,https://www.coursera.org/projects/mailchimp-debutants,,No rating
Managing Teams Documents and Files ,https://www.coursera.org/projects/managing-teams-documents-and-files,,4.8
Mapa de empatía en Miro,https://www.coursera.org/projects/mapa-de-empata-en-miro,,No rating
Marketing Digital con Easil,https://www.coursera.org/projects/marketing-digital-easil,,4.1
Mastering Streamlined Syntax: Efficient Kotlin Coding,https://www.coursera.org/projects/mastering-streamlined-syntax-efficient-kotlin-coding,,No rating
Mejores prácticas para el procesamiento de datos en Big Data,https://www.coursera.org/projects/mejores-practicas-big-data,,4.8
Metasploit for Beginners: Ethical Penetration Testing,https://www.coursera.org/projects/metasploit-for-beginners-ethical-penetration-testing,,4.7
Microsoft Excel إنشاء تقرير المصروفات باستخدام ,https://www.coursera.org/projects/microsoft-excel-iinsha-taqrir-almasrufat-biastikhdam,,No rating
Microsoft Excel استخدام المعادلات و الوظائف البسيطة فى ,https://www.coursera.org/projects/istkhdam-moaadalat-wzaeef-baseeta-fi-microsoft-excel,,No rating
Microsoft Excel إنشاء سجل دوام لموظف باستخدام ,https://www.coursera.org/projects/qum-biiinsha-jadwal-zamaniin-limuazaf-biastikhdam-microsoft-excel,,No rating
Miro para gestión de proyectos con Kanban ,https://www.coursera.org/projects/miro-gestion-proyectos-kanban,,No rating
Mise en route avec Facebook Commerce Manager,https://www.coursera.org/projects/mise-en-route-avec-facebook-commerce-manager,,No rating
Mobile Architecture,https://www.coursera.org/learn/mobile-architecture,,No rating
Modifier et améliorer votre publicité Facebook,https://www.coursera.org/projects/modifier-et-ameliorer-votre-publicite-facebook,,No rating
Mural para principiantes,https://www.coursera.org/projects/mural-para-principiantes,,No rating
NGO Startup Analysis with Nonprofit Business Model Canvas,https://www.coursera.org/projects/ngo-startup-analysis-with-nonprofit-business-model-canvas,,4.6
Node.js backend básico con buenas prácticas.,https://www.coursera.org/projects/nodejs-backend-basico-con-buenas-practicas,,No rating
OpenAI API for Beginners: Create AI Assistants with ChatGPT,https://www.coursera.org/projects/openai-api-for-beginners-create-ai-assistants-with-chatgpt,,No rating
Optimiza tu cuenta de negocio en Instagram,https://www.coursera.org/projects/optimiza-cuenta-negocio-instagram,,No rating
Optimice procesos de comunicación con Gmail,https://www.coursera.org/projects/optimice-procesos-comunicacion-gmail,,4.8
Optimiere dein Instagram Business Profil,https://www.coursera.org/projects/optimiere-instagram-business-profil,,No rating
Optimization of SQL query Tuning and Performance,https://www.coursera.org/projects/optimization-of-sql-query-tuning-and-performance,,3.2
Organiza y administra el trabajo colaborativo con Wrike,https://www.coursera.org/projects/organiza-y-administra-el-trabajo-colaborativo-con-wrike,,4.7
Performance Testing with JMeter for absolute beginners,https://www.coursera.org/projects/performance-testing-with-jmeter-for-absolute-beginners,,4.6
Piktochart pour les débutants,https://www.coursera.org/projects/piktochart-pour-les-debutants,,No rating
Pinterest pour les débutants,https://www.coursera.org/projects/pinterest-pour-debutants,,No rating
Predicción de Ventas Pronosticando Tendencias ,https://www.coursera.org/projects/prediccion-de-ventas-pronosticando-tendencias-en-google-sheets,,4.5
Premiers pas avec Studio de création Facebook,https://www.coursera.org/projects/premiers-pas-avec-studio-de-creation-facebook,,No rating
Preparing to Secure Your Startup Funding with Pitch Canvas,https://www.coursera.org/projects/preparing-to-secure-your-startup-funding-with-pitch-canvas,,No rating
Presenta datos y gráficos con Canva,https://www.coursera.org/projects/presenta-datos-graficos-canva,,4.3
Prezi para pequeñas empresas,https://www.coursera.org/projects/prezi-para-pequenas-empresas,,No rating
Prezi pour les petites entreprises,https://www.coursera.org/projects/prezi-pour-les-petites-entreprises,,No rating
Primeros Pasos con Microsoft Word,https://www.coursera.org/projects/primeros-pasos-con-microsoft-word,,No rating
Primeros Pasos en Canva,https://www.coursera.org/projects/primeros-pasos-canva,,4.7
Primeros Pasos en Easil,https://www.coursera.org/projects/primeros-pasos-easil,,No rating
Primeros pasos en Visme,https://www.coursera.org/projects/primeros-pasos-visme,,No rating
Program Communications Management in ClickUp,https://www.coursera.org/projects/program-communications-management,,No rating
Program Communications Planning in ClickUp,https://www.coursera.org/projects/program-management-communications-planning,,4.4
Program Financial Planning with ClickUp,https://www.coursera.org/projects/program-financial-planning,,4.2
Program Gate Reviews with ClickUp,https://www.coursera.org/projects/program-gate-reviews,,No rating
Program Governance Planning with ClickUp,https://www.coursera.org/projects/program-governance-planning,,No rating
Program Management: Stakeholders Identification in ClickUp,https://www.coursera.org/projects/program-management-stakeholders-identification-planning,,4.8
Program Procurement Planning with ClickUp,https://www.coursera.org/projects/program-procurement-planning,,4.4
Program Resource Planning with ClickUp,https://www.coursera.org/projects/program-resource-planning,,No rating
Program Stakeholders Management in ClickUp,https://www.coursera.org/projects/program-stakeholders-management,,4.6
Programmer des posts pour les réseaux sociaux avec Hootsuite,https://www.coursera.org/projects/programmer-posts-reseaux-sociaux-hootsuite,,No rating
Programming in C#: A comprehensive approach to C# Fundamentals,https://www.coursera.org/projects/programming-in-c,,4.4
Project Management: Gestiona tu proyecto y equipo con Canva,https://www.coursera.org/projects/gestion-proyectos,,4.8
Prácticas efectivas de marketing usando Facebook Messenger,https://www.coursera.org/projects/practicas-efectivas-de-marketing-usando-facebook-messenger,,No rating
Présentez votre Business avec Visme,https://www.coursera.org/projects/presentez-votre-business-avec-visme,,No rating
Python Basics: Create a Guessing Number Game from Scratch,https://www.coursera.org/projects/python-basics-guess-the-number,,4.6
R أساسيات لغة البرمجة,https://www.coursera.org/projects/intro-to-r-language-ar,,No rating
REACT: Carrito de compras con Context,https://www.coursera.org/projects/react-checkout-context,,No rating
React: Operaciones Básicas CRUD,https://www.coursera.org/projects/react-crud,,No rating
Recoger datos con SurveyMonkey,https://www.coursera.org/projects/recoger-datos-survey-monkey,,No rating
Remplir les commandes sur Facebook,https://www.coursera.org/projects/remplir-les-commandes-sur-facebook,,No rating
"Revenue Cycle, Billing, and Coding ",https://www.coursera.org/learn/revenue-cycle-billing-and-coding,,No rating
Running a Node.js Container on Google Kubernetes Engine,https://www.coursera.org/projects/googlecloud-running-a-node-js-container-on-google-kubernetes-engine-ovzwv,,No rating
Service Accounts and Roles: Fundamentals,https://www.coursera.org/projects/googlecloud-service-accounts-and-roles-fundamentals-wqzan,,No rating
Setting Up a Digital Library with EPIC,https://www.coursera.org/projects/teaching-epic,,4.6
Setting up a Private Kubernetes Cluster,https://www.coursera.org/projects/googlecloud-setting-up-a-private-kubernetes-cluster-rpy5m,,No rating
Software Development Practices,https://www.coursera.org/learn/meta-software-development-practices,,No rating
Sortieren und Filtern mit SQL,https://www.coursera.org/projects/sortieren-und-filtern-mit-sql,,No rating
Speaking with a Webpage - Streaming Speech Transcripts,https://www.coursera.org/projects/googlecloud-speaking-with-a-webpage-streaming-speech-transcripts-bslju,,No rating
Start Your API Testing Journey With Postman Tool,https://www.coursera.org/projects/start-your-api-testing-journey-with-postman-tool,,4.5
Statistics For Data Science,https://www.coursera.org/projects/statistics-data-science,,3.9
Steigere den Zugriff auf dein Instagram Business Profil,https://www.coursera.org/projects/steigere-zugriff-instagram-business-profil,,No rating
Strömungsimulation einer Kreiselpumpe,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe,,No rating
Suivre les actions des visiteurs du site Web à l'aide de Facebook Pixel,https://www.coursera.org/projects/suivre-les-actions-des-visiteurs-du-site-web-a-l-aide-de-facebook-pixel,,No rating
Support Interactive Learning with Genially,https://www.coursera.org/projects/interactive-learning-genially,,4.9
Terraform for absolute beginners,https://www.coursera.org/projects/terraform-for-absolute-beginners,,4.3
The Web and Databases in Android,https://www.coursera.org/learn/web-databases,,No rating
The Web and Databases in iOS,https://www.coursera.org/learn/the-web-and-databases-ios,,No rating
Trabajando de inicio a fin con GIT,https://www.coursera.org/projects/git-inicio-fin,,No rating
Translate Text with the Cloud Translation API,https://www.coursera.org/projects/googlecloud-translate-text-with-the-cloud-translation-api-l1tmv,,No rating
Trello para Principiantes,https://www.coursera.org/projects/trello-para-principiantes-kykmi,,No rating
UI Design using Figma: Create a Weather App Interface,https://www.coursera.org/projects/ui-design-using-figma-create-a-weather-app-interface,,No rating
